uri,type,dc.id,collection,notation,prefLabel,altLabel,broader,broaderTransitive,broadMatch,changeNote,closeMatch,definition,editorialNote,exactMatch,example,hiddenLabel,historyNote,inScheme,mappingRelation,note,related,relatedMatch,scopeNote,semanticRelation,topConceptOf
ct:ES05,skos:Concept,ES05,colt:quartaireeenheden,,Zandig/ kleiig – silteus complex - Eemien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES06,skos:Concept,ES06,colt:quartaireeenheden,,"Niet gedifferentieerd facies, mogelijks veen - Eemien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES07,skos:Concept,ES07,colt:quartaireeenheden,,Zandig/kleiig complex - Midden-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES08,skos:Concept,ES08,colt:quartaireeenheden,,"Kleiig/zandig complex - Vroeg-Pleistoceen  - Tertiair (1,2)",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES09,skos:Concept,ES09,colt:quartaireeenheden,,Kleiig/zandig complex (Lid van Turnhout) - Vroeg- Pleistoceen – Tertiair (1),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES10,skos:Concept,ES10,colt:quartaireeenheden,,Kleiig/zandig complex (Lid van Rijkevorsel) - Vroeg-Pleistoceen – Tertiair (1),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES11,skos:Concept,ES11,colt:quartaireeenheden,,Dominant zandig complex - Vroeg-Pleistoceen –Tertiair (2),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES12,skos:Concept,ES12,colt:quartaireeenheden,,Zandig complex - Vroeg-Pleistoceen –Tertiair (2),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ES13,skos:Concept,ES13,colt:quartaireeenheden,,Zandig complex - Plio-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F01,skos:Concept,F01,colt:quartaireeenheden,,"Zandige facies, mogelijks vegetatieresten - Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F02,skos:Concept,F02,colt:quartaireeenheden,,Zandig facies op kleiig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F03,skos:Concept,F03,colt:quartaireeenheden,,Kleiig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F04,skos:Concept,F04,colt:quartaireeenheden,,Kleiig facies op zandig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F05,skos:Concept,F05,colt:quartaireeenheden,,"Kleiig tot grindrijk facies (Maas en Rijn, Leut) - Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F06,skos:Concept,F06,colt:quartaireeenheden,,Zandig facies - Tardiglaciaal tot Vroeg-Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F07,skos:Concept,F07,colt:quartaireeenheden,,Lemig zandfacies tot kleiig facies - Tardiglaciaal tot  Vroeg-Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F08,skos:Concept,F08,colt:quartaireeenheden,,Dominant zandig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F09,skos:Concept,F09,colt:quartaireeenheden,,Grind tot grindrijk zandig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F10,skos:Concept,F10,colt:quartaireeenheden,,"Silteus tot kleiig facies, veen en kalktuf mogelijks aanwezig - Tardiglaciaal en/of Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F11,skos:Concept,F11,colt:quartaireeenheden,,"Niet gedifferentieerd facies, veen en kalktuf mogelijks aanwezig - Tardiglaciaal en/of Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F12,skos:Concept,F12,colt:quartaireeenheden,,"Dominant grind, zand (Maas en Rijn, Geistingen) - Laat-Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F13,skos:Concept,F13,colt:quartaireeenheden,,Dominant zandig facies op dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F14,skos:Concept,F14,colt:quartaireeenheden,,"Grind facies (Maas en Rijn, Mechelen a/d Maas) - Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F15,skos:Concept,F15,colt:quartaireeenheden,,Dominant zandig facies op dominant silteus facies op dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F16,skos:Concept,F16,colt:quartaireeenheden,,Dominant zandig facies op dominant silteus facies op dominant zandig facies op dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F17,skos:Concept,F17,colt:quartaireeenheden,,Dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F18,skos:Concept,F18,colt:quartaireeenheden,,"Fining-up cyclus (cycli), mogelijks met veen - Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F19,skos:Concept,F19,colt:quartaireeenheden,,Niet gedifferentieerd fijn klastisch facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F20,skos:Concept,F20,colt:quartaireeenheden,,Dominant silteus facies op dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F21,skos:Concept,F21,colt:quartaireeenheden,,Dominant silteus facies op dominant zandig facies op dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F22,skos:Concept,F22,colt:quartaireeenheden,,Dominant silteus facies op dominant zandig facies op dominant silteus facies op dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F23,skos:Concept,F23,colt:quartaireeenheden,,Dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F24,skos:Concept,F24,colt:quartaireeenheden,,Dominant silteus facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F25,skos:Concept,F25,colt:quartaireeenheden,,Dominant zandig facies - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F26,skos:Concept,F26,colt:quartaireeenheden,,Grindhoudend en grindrijk zand tot grind - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F27,skos:Concept,F27,colt:quartaireeenheden,,Klei tot kleiig zand - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F28,skos:Concept,F28,colt:quartaireeenheden,,Niet gedifferentieerd facies - Eemien en/of        Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F29,skos:Concept,F29,colt:quartaireeenheden,,"Silteus tot kleiig facies, mogelijks met veen - Eemien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F30,skos:Concept,F30,colt:quartaireeenheden,,"Fining – up cyclus, mogelijks met veen - Eemien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F31,skos:Concept,F31,colt:quartaireeenheden,,Zandig facies - Saalien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F32,skos:Concept,F32,colt:quartaireeenheden,,Niet gedifferentieerd facies - Saalien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F33,skos:Concept,F33,colt:quartaireeenheden,,"Grind (Maas en Rijn, Eisden-Lanklaar) - Saalien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F34,skos:Concept,F34,colt:quartaireeenheden,,"Grind facies (Maas en Rijn, Lanklaar) - Saalien tot en met Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F35,skos:Concept,F35,colt:quartaireeenheden,,Fining-up sequentie (Schelde) - Holsteinien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F36,skos:Concept,F36,colt:quartaireeenheden,,Grindrijk facies - Midden- en/of Laat-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F37,skos:Concept,F37,colt:quartaireeenheden,,Dominant zandig facies - Midden- en/of Laat-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F38,skos:Concept,F38,colt:quartaireeenheden,,Niet gedifferentieerd facies - Midden- en/of Laat-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F39,skos:Concept,F39,colt:quartaireeenheden,,"Grind facies (Maas en Rijn, Zutendaal) - Midden-Pleistoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F40,skos:Concept,F40,colt:quartaireeenheden,,"Grind facies (Maas en Rijn, Mopertingen of Lanaken) - Midden-Pleistoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F41,skos:Concept,F41,colt:quartaireeenheden,,Zandig complex met venige-humeuze en kleiige-silteuze lagen - Vroeg-Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F42,skos:Concept,F42,colt:quartaireeenheden,,"Zand- en grindfacies (Maas en Rijn, Lommel) - Vroeg-Pleistoceen, post-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F43,skos:Concept,F43,colt:quartaireeenheden,,"Zand- en grindfacies (Maas en Rijn, Bocholt) - Vroeg-Pleistoceen, post-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F44,skos:Concept,F44,colt:quartaireeenheden,,"Zand- en grindfacies (Maas en Rijn, Winterslag) - Vroeg-Pleistoceen, post-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F45,skos:Concept,F45,colt:quartaireeenheden,,"Grindfacies (Maas en Rijn, Lixhe) - Vroeg-Pleistoceen, pré-Jaromillo",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F46,skos:Concept,F46,colt:quartaireeenheden,,Dominant zandig facies met bodemhorizonten en veenlagen (Lid van Beerse) - Vroeg-Pleistoceen – Tertiair (1),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F47,skos:Concept,F47,colt:quartaireeenheden,,Dominant zandig facies - Vroeg-Pleistoceen –Tertiair (2),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F48,skos:Concept,F48,colt:quartaireeenheden,,"Grindfacies (Maas en Rijn, Simpelveld) - Vroeg-Pleistoceen –Tertiair (4)",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F49,skos:Concept,F49,colt:quartaireeenheden,,Zandig facies tot grindfacies (Schelde) - Vroeg- en/of Midden-Pleistoceen – Tertiair (3),,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F50,skos:Concept,F50,colt:quartaireeenheden,,Herwerkte Rijn- en Maasafzettingen - Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F51,skos:Concept,F51,colt:quartaireeenheden,,"Zand, soms grind - Pleistoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:F52,skos:Concept,F52,colt:quartaireeenheden,,Fijn zand tot klei - Pleistoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H01,skos:Concept,H01,colt:quartaireeenheden,,Zandig facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H02,skos:Concept,H02,colt:quartaireeenheden,,Grindrijk facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H03,skos:Concept,H03,colt:quartaireeenheden,,Niet gedifferentieerd grofkorrelig facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H04,skos:Concept,H04,colt:quartaireeenheden,,Silteus tot kleiig facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H05,skos:Concept,H05,colt:quartaireeenheden,,Niet gedifferentieerd facies - Diachroon,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H06,skos:Concept,H06,colt:quartaireeenheden,,Silteus tot kleiig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H07,skos:Concept,H07,colt:quartaireeenheden,,Niet gedifferentieerd facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:H08,skos:Concept,H08,colt:quartaireeenheden,,"Silt met intercalaties van kleiige, venige en/of zandige laagjes - Weichselien",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:HW01,skos:Concept,HW01,colt:quartaireeenheden,,Herwerkte Tertiaire afzettingen - Tertiair en/of Quartair,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:HW02,skos:Concept,HW02,colt:quartaireeenheden,,Herwerkte afzettingen - /,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M01,skos:Concept,M01,colt:quartaireeenheden,,"Klei en/of zand , geulopvulling over gehele sequentie - Laat-Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M02,skos:Concept,M02,colt:quartaireeenheden,,"Niet gedifferentieerd klastisch facies, veen, mogelijks kalkgyttja. - Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M03,skos:Concept,M03,colt:quartaireeenheden,,Klei en/of zand over de gehele sequentie zonder veenlagen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M04,skos:Concept,M04,colt:quartaireeenheden,,Klei en/of zand met aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M05,skos:Concept,M05,colt:quartaireeenheden,,Klei en/of zand over de gehele sequentie met aan het huidige oppervlak een dunne veenlaag - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M06,skos:Concept,M06,colt:quartaireeenheden,,Klei en/of zand over de gehele sequentie met aan het huidige oppervlak een dunne veenlaag en aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M07,skos:Concept,M07,colt:quartaireeenheden,,Klei en/of zand met intercalaties van één of meerdere verlandingsvenen en aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M08,skos:Concept,M08,colt:quartaireeenheden,,Afwisseling van klei en/of zand met een dunne veenlaag aan het oppervlak en aan de basis het basisveen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M09,skos:Concept,M09,colt:quartaireeenheden,,Veen en/of organisch gyttja over de gehele sequentie met aan de top een klei- of zandlaag waarvan de dikte kleiner is dan de dikte van de veenlaag - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M10,skos:Concept,M10,colt:quartaireeenheden,,Klei en/of zand met intercalaties van één of meerdere verlandingsvenen en aan de basis het basisveen. Mogelijks veen aan het oppervlak - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M11,skos:Concept,M11,colt:quartaireeenheden,,Klei en/of zand met intercalaties van één of meerdere verlandingsvenen - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M12,skos:Concept,M12,colt:quartaireeenheden,,Dominant zandig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M13,skos:Concept,M13,colt:quartaireeenheden,,Dominant kleiig facies - Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:M14,skos:Concept,M14,colt:quartaireeenheden,,Dominant kleiig facies - Eemien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:ON01,skos:Concept,ON01,colt:quartaireeenheden,,Onbekend - /,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:T01,skos:Concept,T01,colt:quartaireeenheden,,Ondiep Tertiair substraat - Quartair  en Tertiair,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:T02,skos:Concept,T02,colt:quartaireeenheden,,Pré-Quartaire sedimenten - /,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V01,skos:Concept,V01,colt:quartaireeenheden,,Venig complex - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V02,skos:Concept,V02,colt:quartaireeenheden,,Veen op kleiig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V03,skos:Concept,V03,colt:quartaireeenheden,,Veen op zandig facies - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V04,skos:Concept,V04,colt:quartaireeenheden,,"Veen, kalktuf al dan niet met klastisch materiaal - Tardiglaciaal en/of Holoceen",,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V05,skos:Concept,V05,colt:quartaireeenheden,,Venig facies (veen al dan niet met klastische sedimenten) - Tardiglaciaal en/of Holoceen,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
ct:V06,skos:Concept,V06,colt:quartaireeenheden,,Venig complex - Weichselien,,,,,,,,,,,,,cs:quartaireeenheid,,,,,,,cs:quartaireeenheid
